Prediction,Survived,index,Probability,Age Imp,Fare Imp,Sibsp Imp,Parch Imp,Pclass Imp,Embarked Q Imp,Embarked S Imp,Sex Male Imp,top_features,Age,Fare,Sibsp,Parch,Pclass,Embarked Q,Embarked S,Sex Male
1.0,1,134,0.87,-0.014696861,-0.2669548,-0.121004455,-0.009580033,0.9636544,0.0012547066,-0.14135857,2.0886924,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Age</neg_highlight>,29.0,26.0,1,0,2,0,1,0
0.0,0,135,0.13,-0.086059384,-0.12757923,0.10570216,-0.062383875,0.09958037,0.0034650173,-0.121215954,-1.1435263999999998,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight>,25.0,13.0,0,0,2,0,1,1
0.0,0,136,0.18,0.117062785,-0.43210045,0.09500078,-0.062383875,0.07608032,0.0034650173,0.28996632,-1.0412971,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight>,23.0,15.0458,0,0,2,0,0,1
1.0,1,137,0.92,-0.0019065820000000002,0.026815526,0.110078976,0.04413811,1.3571348,0.0012547066,-0.14447941,1.6486706999999998,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight>,19.0,26.2833,0,2,1,0,1,0
1.0,0,138,0.51,-0.15083286,1.1162117,-0.017622206,-0.018715037,0.7654097,0.0034650173,-0.079573594,-1.0175849000000001,<pos_highlight>Fare</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Parch</neg_highlight>,37.0,53.1,1,0,1,0,1,1
0.0,0,139,0.12,-0.07543596,-0.27453113,0.10547899999999999,-0.062383875,-0.30303040000000003,0.0034650173,-0.10690999,-0.7455562,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Age</neg_highlight>,16.0,9.2167,0,0,3,0,1,1
1.0,0,140,0.48,0.067272946,0.47635332,0.10747286,-0.018811004,0.6052209,0.0034650173,0.3083203,-1.0790241000000003,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,24.0,79.2,0,0,1,0,0,1
0.0,0,141,0.38,-0.09302202,-0.48431593,0.10629797,-0.17572469,-0.6448602,0.0014169745999999999,0.32807449,1.0331731,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Parch</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,15.2458,0,2,3,0,0,0
1.0,1,142,0.54,-0.021637812000000003,0.030328734,0.09496504,-0.017651951000000003,-0.7312350000000001,0.0008261714,-0.19264461,1.5722181999999998,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight>,22.0,7.75,0,0,3,0,1,0
1.0,1,143,0.47,-0.1644972,0.23662350000000001,-0.10917177,-0.009580033,-0.8021508,0.0012547066,-0.21298437,1.5056311000000002,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,24.0,15.85,1,0,3,0,1,0
0.0,0,144,0.06,0.0032271879999999998,-1.1565667,0.08253676,-0.06281878,-0.28837529999999995,-0.029808788,0.26816756,-0.9330473,<neg_highlight>Fare</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,19.0,6.75,0,0,3,1,0,1
0.0,0,145,0.13,-0.1414798,-0.09108998,0.105621345,-0.062383875,0.09958037,0.0034650173,-0.09866804,-1.1470624,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Fare</neg_highlight>,18.0,11.5,0,0,2,0,1,1
0.0,0,146,0.2,-0.19555491,0.24071962,-0.054147482000000004,0.25477089999999997,0.1482842,0.0034650173,-0.14029142,-1.0515435,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,19.0,36.75,1,1,2,0,1,1
0.0,1,147,0.15,0.31963322,-0.33008605,0.10562617,-0.062383875,-0.3090035,0.0034650173,-0.09187964,-0.8413018,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,27.0,7.7958,0,0,3,0,1,1
0.0,0,148,0.24,0.42666388,-0.2656107,-0.09728716,0.048566405,-1.0998633,0.0011549614,-0.18742605,0.5605023,<neg_highlight>Pclass</neg_highlight> <pos_highlight>Sex Male</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,9.0,34.375,2,2,3,0,1,0
0.0,0,149,0.23,-0.3479522,-0.07861014,0.106789306,0.5350809,0.09957419,0.0034650173,0.01831871,-1.0079777,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Fare</neg_highlight>,36.5,26.0,0,2,2,0,1,1
0.0,0,150,0.1,-0.4454486,-0.17966937,0.10247205,-0.062383875,0.08217495,0.0034650173,0.020338522,-1.1708901000000003,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Parch</neg_highlight>,42.0,13.0,0,0,2,0,1,1
0.0,0,151,0.08,-0.62928694,-0.18466602,0.10122727,-0.062383875,0.09839397,0.0034650173,0.020338522,-1.1781568999999998,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Parch</neg_highlight>,51.0,12.525,0,0,2,0,1,1
1.0,1,152,0.95,-0.11921656,0.3071261,-0.06810337,0.0010236059,1.507364,0.0012547066,-0.16685192,1.9618431,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,22.0,66.6,1,0,1,0,1,0
0.0,0,153,0.08,-0.6755608000000001,-0.17294246,0.0990934,-0.062383875,-0.29184514,0.0034650173,0.010708691999999999,-0.76406413,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,55.5,8.05,0,0,3,0,1,1
0.0,0,154,0.18,-0.46367407,-0.33759993,0.09885718,0.53760135,-0.3450377,0.0034650173,0.012096578,-0.4735769,<pos_highlight>Parch</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,40.5,14.5,0,2,3,0,1,1
0.0,0,155,0.05,-0.33945346,-0.7221156999999999,0.09161703,-0.047753353,-0.25862786,0.0023897577,-0.11986396,-0.9491351,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,7.3125,0,0,3,0,1,1
0.0,0,156,0.35,-0.49702424,0.3877842,0.10196493599999999,0.23087545,0.6319475999999999,0.0034650173,0.15232764,-1.0496675,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,51.0,61.3792,0,1,1,0,0,1
1.0,1,157,0.74,0.11905706,-0.0122330915,0.08838473,-0.017651951000000003,-0.6562821,-0.014203543999999999,0.35119167,1.7442476000000002,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,16.0,7.7333,0,0,3,1,0,0
0.0,0,158,0.13,-0.048874102999999995,-0.26047274,0.1101037,-0.062383875,-0.31699005,0.0034650173,0.010708691999999999,-0.7441504,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight> <neg_highlight>Age</neg_highlight>,30.0,8.05,0,0,3,0,1,1
0.0,0,159,0.13,-0.031913638,-0.18145227,0.09608343,-0.04283941,-0.26661440000000003,0.004120874,-0.098855965,-0.7748375,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,0.0,8.6625,0,0,3,0,1,1
0.0,0,160,0.03,-0.25954553,0.122328915,-1.8217918000000002,-0.110567465,-0.29339135,0.0030630391999999997,-0.09929500000000001,-0.5882816999999999,<neg_highlight>Sibsp</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Parch</neg_highlight>,0.0,69.55,8,2,3,0,1,1
0.0,0,161,0.17,-0.76301813,-0.018436065,0.105223045,0.60152805,-0.32881869999999996,0.0034650173,0.010076767,-0.6586645000000001,<neg_highlight>Age</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Fare</neg_highlight>,44.0,16.1,0,1,3,0,1,1
1.0,1,162,0.9,-0.43249765,0.03628232,0.09482137,-0.009676,0.8101221,0.0012547066,-0.008241796,2.309876,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Parch</neg_highlight>,40.0,15.75,0,0,2,0,1,0
0.0,0,163,0.12,0.1238515,-0.32890084,0.10562617,-0.062383875,-0.3090035,0.0017339005,-0.12557341,-0.8410791,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,26.0,7.775,0,0,3,0,1,1
0.0,0,164,0.11,-0.14997736,-0.27453113,0.10375673,-0.062383875,-0.30928913,0.0034650173,-0.10690999,-0.7455562,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,17.0,8.6625,0,0,3,0,1,1
0.0,0,165,0.17,1.4954934,-0.2708751,-1.6420702,0.25173035,-0.2812327,0.0030630391999999997,-0.05579422,-0.5060226,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Parch</pos_highlight>,1.0,39.6875,4,1,3,0,1,1
1.0,1,166,0.58,0.9449771,0.11680653,0.14954123,0.5350809,-0.29216233,0.004120874,-0.10223308,-0.45352507,<pos_highlight>Age</pos_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Fare</pos_highlight>,9.0,20.525,0,2,3,0,1,1
1.0,1,167,0.96,-0.13147245,0.75437456,0.07545215,0.16419633,1.2588607,0.0014169745999999999,-0.12435267,1.8534211,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight>,0.0,55.0,0,1,1,0,1,0
0.0,0,168,0.08,-0.7814065,-0.5760943000000001,-0.11733321,0.017057162,-1.0568023000000002,0.0012547066,-0.07408528,0.7738039000000001,<neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Embarked S</neg_highlight>,45.0,27.9,1,4,3,0,1,0
0.0,0,169,0.24,-0.09259791,0.087546155,0.094573215,-0.03733112,0.5270194,0.004120874,-0.09263381,-1.082085,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight>,0.0,25.925,0,0,1,0,1,1
0.0,0,170,0.4,0.006524546500000001,0.9182089,0.15769151,-0.023155053999999998,-0.35167935,0.0034650173,-0.116332576,-0.45638743,<pos_highlight>Fare</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Parch</neg_highlight>,28.0,56.4958,0,0,3,0,1,1
0.0,0,171,0.23,-0.64805794,0.5589257,0.115531094,-0.019074338,0.5442139,0.0034650173,-0.063705966,-1.1232278,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,61.0,33.5,0,0,1,0,1,1
0.0,0,172,0.1,1.3130796,-0.30715612,-2.0344322,0.23971535,-0.28989726,-0.052666634000000004,0.09804588,-0.5529524,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Parch</pos_highlight>,4.0,29.125,4,1,3,1,0,1
1.0,1,173,0.81,1.6013561,0.011252808000000001,0.07675662,0.22479490000000002,-0.6990244999999999,0.0014169745999999999,-0.11363576,0.8796792,<pos_highlight>Age</pos_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,1.0,11.1333,1,1,3,0,1,0
0.0,0,174,0.16,-0.08686911,0.14280312,0.10375673,-0.062383875,-0.30223963,0.0034650173,-0.13084577,-0.7734721999999999,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Age</neg_highlight>,21.0,7.925,0,0,3,0,1,1
0.0,0,175,0.25,-0.80720305,0.65125436,0.10453939,-0.019074338,0.5334091999999999,0.0034650173,0.15232764,-1.1441325,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,56.0,30.6958,0,0,1,0,0,1
0.0,0,176,0.17,-0.10613935,-0.27035466,-0.08742959,0.6004598000000001,-0.30536553,0.0034650173,-0.11619338,-0.71933913,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight>,18.0,7.8542,1,1,3,0,1,1
0.0,0,177,0.08,-0.043033212,-0.05201044,-1.4751568000000002,0.6070664000000001,-0.29724896,0.0030630391999999997,-0.09013481,-0.5231206,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Fare</neg_highlight>,0.0,25.4667,3,1,3,0,1,1
1.0,0,178,0.84,-0.7954538000000001,-0.24585356,0.0808453,0.0006643047,1.3284417,0.0012547066,-0.0047262865,1.8686714,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,50.0,28.7125,0,0,1,0,0,0
0.0,0,179,0.15,-0.05655671,-0.15421407,0.11196829999999999,-0.062383875,0.09187945,0.0034650173,0.020338522,-1.1435263999999998,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Parch</neg_highlight> <neg_highlight>Age</neg_highlight>,30.0,13.0,0,0,2,0,1,1
0.0,0,180,0.08,0.18883456,-0.96836275,0.10478957,-0.06281878,-0.32717317,0.0017339005,0.013733818,-0.89108795,<neg_highlight>Fare</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,36.0,0.0,0,0,3,0,1,1
0.0,0,181,0.05,-0.24233684,-0.21631491,-1.5010996,-0.29066909999999996,-1.0221262,0.0011549614,-0.17290619,1.1071587999999999,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Parch</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight>,0.0,69.55,8,2,3,0,1,0
0.0,0,182,0.19,0.09789079,-0.30919793,0.10061336,-0.04283941,0.10976436,0.004120874,0.21631113,-1.0453012,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,0.0,15.05,0,0,2,0,0,1
0.0,0,183,0.13,0.66790265,0.19232595,-1.5340891,0.20220795,-0.33579275,0.0030630391999999997,-0.10659219,-0.43075857,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight>,9.0,31.3875,4,2,3,0,1,1
1.0,1,184,0.76,1.9196575,0.22940572,0.07370784,0.25506756,0.20636897,0.0030630391999999997,-0.05477495,-0.9091223,<pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,1.0,39.0,2,1,2,0,1,1
1.0,1,185,0.81,1.4961753999999998,0.14120784,0.15859517,0.13540035,-0.70977306,0.0014169745999999999,-0.13098623,0.91517246,<pos_highlight>Age</pos_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Parch</pos_highlight>,4.0,22.025,0,2,3,0,1,0
0.0,0,186,0.25,-0.16040446,0.26112792,0.10081368,0.00073345436,0.46867445,0.004120874,-0.09779215,-1.0919693000000001,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,0.0,50.0,0,0,1,0,1,1
1.0,1,187,0.78,0.27394176,0.14350735,0.03706981,0.013927077,-0.65122885,-0.02436148,0.35639873,1.6915162000000001,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,15.5,1,0,3,1,0,0
0.0,1,188,0.32,-0.6405059000000001,0.50892574,0.13867763,-0.019074338,0.70246845,0.0034650173,0.023635537999999998,-0.9256198,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,45.0,26.55,0,0,1,0,1,1
0.0,0,189,0.09,-0.84209174,-0.2723705,-0.07402562,0.6016241,-0.34482658,-0.05957077400000001,-0.008062908,-0.7188113,<neg_highlight>Age</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,40.0,15.5,1,1,3,1,0,1
0.0,0,190,0.09,0.062971145,-0.6535901999999999,0.10654579,-0.062383875,-0.3307923,0.0034650173,0.010708691999999999,-0.88302785,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Parch</neg_highlight>,36.0,7.8958,0,0,3,0,1,1
1.0,1,191,0.93,0.36908314,-0.1931129,0.11480677,-0.017651951000000003,0.7658515,0.0012547066,0.0055903876,2.1353169999999997,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,32.0,13.0,0,0,2,0,1,0
0.0,0,192,0.13,-0.11803797,-0.09198384,0.105621345,-0.062383875,0.09958037,0.0034650173,-0.121215954,-1.1470624,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Fare</neg_highlight>,19.0,13.0,0,0,2,0,1,1
1.0,1,193,0.48,-0.09835490599999999,0.01940212,-0.10569557,-0.017555984,-0.74126923,0.0012547066,-0.20054008,1.6201028999999998,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight>,19.0,7.8542,1,0,3,0,1,0
1.0,1,194,0.8,1.8875539000000001,0.065936565,0.10758031,0.60192066,0.16068432,0.004120874,-0.045614734000000004,-0.8233431999999999,<pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Fare</pos_highlight>,3.0,26.0,1,1,2,0,1,1
1.0,1,195,0.82,-0.92061734,-0.28538096,0.08115371,0.0006643047,1.3284417,0.0012547066,-0.0047262865,1.8546449,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,44.0,27.7208,0,0,1,0,0,0
1.0,1,196,0.97,-0.28807074,0.32544342,0.061401337,0.021838957000000003,1.4103454,0.0012547066,0.19325437,2.1665246,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,58.0,146.5208,0,0,1,0,0,0
0.0,0,197,0.1,-0.09648716,-0.5503489,0.09586556,-0.04283941,-0.2483827,-0.041087083999999996,0.28158996,-1.0140884000000001,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,7.75,0,0,3,1,0,1
0.0,0,198,0.21,-0.41425213,-0.16735584,0.10128692,0.6003638000000001,-0.3382618,0.0034650173,0.012096578,-0.5870105999999999,<pos_highlight>Parch</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,42.0,8.4042,0,1,3,0,1,1
1.0,1,199,0.78,0.1288542,-0.0856166,0.09430997,0.0048684115,-0.5908554,-0.016993945,0.38054540000000003,1.9010971999999997,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Fare</neg_highlight>,0.0,7.75,0,0,3,1,0,0
